Slide, Region, Positive, Count, Positivity
CaseKI67J_0019,mantle,659,10367,0.0635670879
CaseKI67J_0020,germinal_center,7935,8911,0.8904724498
CaseKI67J_0020,light_zone,3348,3995,0.8380475594
CaseKI67J_0020,dark_zone,3444,3533,0.9748089442
CaseKI67J_0020,mantle,968,15020,0.0644474035
CaseKI67J_0023,germinal_center,12684,13921,0.9111414410
CaseKI67J_0023,light_zone,1461,1906,0.7665267576
CaseKI67J_0023,dark_zone,10359,10875,0.9525517241
CaseKI67J_0023,mantle,954,24021,0.0397152492
CaseKI67J_0025,germinal_center,32581,41887,0.7778308306
CaseKI67J_0025,light_zone,12808,18578,0.6894175907
CaseKI67J_0025,dark_zone,14930,16317,0.9149966293
CaseKI67J_0025,mantle,4346,68199,0.0637252746
CaseKI67J_0027,germinal_center,7461,8411,0.8870526691
CaseKI67J_0027,light_zone,692,871,0.7944890930
CaseKI67J_0027,dark_zone,5448,5948,0.9159381305
CaseKI67J_0027,mantle,705,9743,0.0723596428
CaseKI67J_0030,germinal_center,72450,101584,0.7132028666
CaseKI67J_0030,light_zone,32092,51337,0.6251241794
CaseKI67J_0030,dark_zone,24106,26868,0.8972011315
CaseKI67J_0030,mantle,6120,76601,0.0798945183
CaseKI67J_0032,germinal_center,100649,128853,0.7811149139
CaseKI67J_0032,light_zone,29642,46072,0.6433842681
CaseKI67J_0032,dark_zone,51540,57088,0.9028167040
CaseKI67J_0032,mantle,5906,70940,0.0832534536
CaseKI67J_0034,germinal_center,13398,17026,0.7869141313
CaseKI67J_0034,light_zone,5283,7552,0.6995497881
CaseKI67J_0034,dark_zone,5872,6326,0.9282326905
CaseKI67J_0034,mantle,1468,41016,0.0357909109
CaseKI67J_0035,germinal_center,12700,16150,0.7863777090
CaseKI67J_0035,light_zone,4357,6189,0.7039909517
CaseKI67J_0035,dark_zone,7027,7726,0.9095262749
CaseKI67J_0035,mantle,2706,52115,0.0519236304
CaseKI67J_0036,germinal_center,77778,99768,0.7795886457
CaseKI67J_0036,light_zone,22575,34696,0.6506513719
CaseKI67J_0036,dark_zone,39550,44309,0.8925951838
CaseKI67J_0036,mantle,7757,90388,0.0858189140
CaseKI67J_0037,germinal_center,22042,32103,0.6866024982
CaseKI67J_0037,light_zone,5649,11650,0.4848927039
CaseKI67J_0037,dark_zone,9539,10826,0.8811195271
CaseKI67J_0037,mantle,3120,84642,0.0368611328
CaseKI67J_0038,germinal_center,123406,160798,0.7674597943
CaseKI67J_0038,light_zone,44229,69285,0.6383632821
CaseKI67J_0038,dark_zone,43383,47238,0.9183919726
CaseKI67J_0038,mantle,10173,109673,0.0927575611
CaseKI67J_0039,germinal_center,43685,68188,0.6406552473
CaseKI67J_0039,light_zone,13535,30018,0.4508961290
CaseKI67J_0039,dark_zone,16616,18338,0.9060966299
CaseKI67J_0039,mantle,7885,109504,0.0720065020
CaseKI67J_0040,germinal_center,14478,18368,0.7882186411
CaseKI67J_0040,light_zone,5226,7219,0.7239229810
CaseKI67J_0040,dark_zone,6595,7406,0.8904941939
CaseKI67J_0040,mantle,2863,49376,0.0579836358
CaseKI67J_0042,germinal_center,18577,28238,0.6578723706
CaseKI67J_0042,light_zone,4698,9974,0.4710246641
CaseKI67J_0042,dark_zone,7456,8522,0.8749119925
CaseKI67J_0042,mantle,1763,45857,0.0384456026
CaseKI67J_0043,germinal_center,30956,43858,0.7058233390
CaseKI67J_0043,light_zone,9104,16132,0.5643441607
CaseKI67J_0043,dark_zone,15439,17382,0.8882176965
CaseKI67J_0043,mantle,1846,52517,0.0351505227
CaseKI67J_0044,germinal_center,27334,37949,0.7202824844
CaseKI67J_0044,light_zone,7781,14020,0.5549928673
CaseKI67J_0044,dark_zone,14247,15565,0.9153228397
CaseKI67J_0044,mantle,7315,69925,0.1046120844
CaseKI67J_0045,germinal_center,6760,8154,0.8290409615
CaseKI67J_0045,light_zone,2497,3182,0.7847265871
CaseKI67J_0045,dark_zone,3060,3246,0.9426987061
CaseKI67J_0045,mantle,900,6190,0.1453957997
CaseKI67J_0046,germinal_center,57552,82439,0.6981161829
CaseKI67J_0046,light_zone,16150,30069,0.5370980079
CaseKI67J_0046,dark_zone,24696,27121,0.9105858929
CaseKI67J_0046,mantle,4059,87950,0.0461512223
CaseKI67J_0047,germinal_center,23802,35518,0.6701390844
CaseKI67J_0047,light_zone,9062,16664,0.5438070091
CaseKI67J_0047,dark_zone,9233,10459,0.8827803805
CaseKI67J_0047,mantle,2199,67226,0.0327105584
CaseKI67J_0048,germinal_center,32874,42021,0.7823231242
CaseKI67J_0048,light_zone,7532,11277,0.6679081316
CaseKI67J_0048,dark_zone,21907,24562,0.8919061966
CaseKI67J_0048,mantle,2287,54959,0.0416128387
CaseKI67J_0049,germinal_center,20820,32132,0.6479521972
CaseKI67J_0049,light_zone,8940,16979,0.5265327758
CaseKI67J_0049,dark_zone,7657,8438,0.9074425219
CaseKI67J_0049,mantle,1640,53658,0.0305639420
CaseKI67J_0050,germinal_center,17044,21934,0.7770584481
CaseKI67J_0050,light_zone,5378,8397,0.6404668334
CaseKI67J_0050,dark_zone,8428,9602,0.8777338055
CaseKI67J_0050,mantle,5827,74323,0.0784010333
CaseKI67J_0052,germinal_center,13059,16537,0.7896837395
CaseKI67J_0052,light_zone,6132,8380,0.7317422434
CaseKI67J_0052,dark_zone,5535,6027,0.9183673469
CaseKI67J_0052,mantle,2090,38240,0.0546548117
CaseKI67J_0053,germinal_center,127002,162143,0.7832715566
CaseKI67J_0053,light_zone,45685,68749,0.6645187566
CaseKI67J_0053,dark_zone,53137,58274,0.9118474792
CaseKI67J_0053,mantle,0,0,0
CaseKI67J_0054,germinal_center,124203,158166,0.7852699063
CaseKI67J_0054,light_zone,41270,62449,0.6608592612
CaseKI67J_0054,dark_zone,60220,65743,0.9159910561
CaseKI67J_0054,mantle,12317,124400,0.0990112540
CaseKI67J_0055,germinal_center,11456,14037,0.8161288025
CaseKI67J_0055,light_zone,2653,3752,0.7070895522
CaseKI67J_0055,dark_zone,4589,4910,0.9346232179
CaseKI67J_0055,mantle,1917,21507,0.0891337704
CaseKI67J_0056,germinal_center,16442,27433,0.5993511464
CaseKI67J_0056,light_zone,4566,11224,0.4068068425
CaseKI67J_0056,dark_zone,6191,7370,0.8400271370
CaseKI67J_0056,mantle,2502,99676,0.0251013283
CaseKI67J_0057,germinal_center,13912,19763,0.7039417093
CaseKI67J_0057,light_zone,5323,8856,0.6010614273
CaseKI67J_0057,dark_zone,5518,6133,0.8997228110
CaseKI67J_0057,mantle,1198,42106,0.0284520021
CaseKI67J_0058,germinal_center,11185,13396,0.8349507316
CaseKI67J_0058,light_zone,1034,1444,0.7160664820
CaseKI67J_0058,dark_zone,7270,8094,0.8981961947
CaseKI67J_0058,mantle,1975,25806,0.0765325893
CaseKI67J_0059,germinal_center,47848,63040,0.7590101523
CaseKI67J_0059,light_zone,10511,19715,0.5331473497
CaseKI67J_0059,dark_zone,31524,33851,0.9312575699
CaseKI67J_0059,mantle,5950,108236,0.0549724676
CaseKI67J_0060,germinal_center,13488,16676,0.8088270568
CaseKI67J_0060,light_zone,2887,4171,0.6921601534
CaseKI67J_0060,dark_zone,8553,9345,0.9152487961
CaseKI67J_0060,mantle,2177,26423,0.0823903417
CaseKI67J_0061,germinal_center,31094,42695,0.7282820002
CaseKI67J_0061,light_zone,9723,16893,0.5755638430
CaseKI67J_0061,dark_zone,15999,17474,0.9155888749
CaseKI67J_0061,mantle,3848,89869,0.0428178794
CaseKI67J_0062,germinal_center,16118,24970,0.6454945935
CaseKI67J_0062,light_zone,5659,11363,0.4980198891
CaseKI67J_0062,dark_zone,6464,7267,0.8895004816
CaseKI67J_0062,mantle,2218,60130,0.0368867454
CaseKI67J_0063,germinal_center,36072,54730,0.6590900786
CaseKI67J_0063,light_zone,12620,23308,0.5414449974
CaseKI67J_0063,dark_zone,19446,21537,0.9029112690
CaseKI67J_0063,mantle,3802,86066,0.0441754003
